	answer	class
158	V případě neoprávněného zásahu do práv z průmyslového vlastnictví - patentu, zapsaného užitného nebo průmyslového vzoru je možné se domáhat u soudu zejména toho, aby rušení práva bylo zakázáno a aby následky porušení byly odstraněny. Pokud byla v důsledku porušování práv způsobena škoda, má poškozený právo na její náhradu. Vymáhat práva z průmyslového vlastnictví je oprávněn vlastník nebo majitel práva, případně další oprávněná osoba podle zákona číslo dvěstě dvacet jedna z roku dvatisíce šest sbírky, o vymáhání práv z průmyslového vlastnictví. Bližší informace naleznete zde. V případě, že zjistíte porušování práv z duševního vlastnictví, je možné se obrátit na některé veřejnoprávní instituce. Problematikou porušování práv z duševního vlastnictví se zabývá i Česká obchodní inspekce, Státní zemědělské a potravinářská inspekce, živnostenské úřady a Státní ústav pro kontrolu léčiv i Celní správa České republiky.	13
159	V případě neoprávněného zásahu do práv z průmyslového vlastnictví - patentu, zapsaného užitného nebo průmyslového vzoru je možné se domáhat u soudu zejména toho, aby rušení práva bylo zakázáno a aby následky porušení byly odstraněny. Pokud byla v důsledku porušování práv způsobena škoda, má poškozený právo na její náhradu. Vymáhat práva z průmyslového vlastnictví je oprávněn vlastník nebo majitel práva, případně další oprávněná osoba podle zákona číslo dvěstě dvacet jedna z roku dvatisíce šest sbírky, o vymáhání práv z průmyslového vlastnictví. Bližší informace naleznete zde. V případě, že zjistíte porušování práv z duševního vlastnictví, je možné se obrátit na některé veřejnoprávní instituce. Problematikou porušování práv z duševního vlastnictví se zabývá i Česká obchodní inspekce, Státní zemědělské a potravinářská inspekce, živnostenské úřady a Státní ústav pro kontrolu léčiv i Celní správa České republiky.	13
160	Pokud se jedná o spor nebo nejasnosti o využívání patentu nebo užitného vzoru, opravňují právní předpisy Úřad průmyslového vlastnictví k tomu, aby rozhodl, zda určité technické řešení, např. konkurenční výrobek, spadá do rozsahu patentu nebo užitného vzoru. Rozhodnutí Úřad vydá na základě žádosti o určení, podané buď majitelem patentu nebo osoby, která osvědčí právní zájem. Rozhodnutí o určení je možné v případě sporu předložit soudu jako důkaz, soud však tímto rozhodnutím není vázán. Určitou možnost v rámci prosazování práv pak pro třetí osoby představuje návrh na zrušení nebo výmaz, na prohlášení neplatnosti či podání námitek proti zápisu, a to na základě žádosti, kterou může u Úřadu průmyslového vlastnictví podat kdokoliv. Podání žádosti je zpoplatněno. Více informací naleznete v sekci v sekci nejčastějších dotazů. K zajištění ochrany Vašich práv z průmyslového vlastnictví se doporučuje sledovat pravidelně Věstník Úřadu, kde jsou pravidelně zveřejňovány informace o přihláškách i poskytnutých právech - tj. o patentech, zapsaných užitných a průmyslových vzorech i ochranných známkách, platných na našem území.	14
161	Pokud se jedná o spor nebo nejasnosti o využívání patentu nebo užitného vzoru, opravňují právní předpisy Úřad průmyslového vlastnictví k tomu, aby rozhodl, zda určité technické řešení, např. konkurenční výrobek, spadá do rozsahu patentu nebo užitného vzoru. Rozhodnutí Úřad vydá na základě žádosti o určení, podané buď majitelem patentu nebo osoby, která osvědčí právní zájem. Rozhodnutí o určení je možné v případě sporu předložit soudu jako důkaz, soud však tímto rozhodnutím není vázán. Určitou možnost v rámci prosazování práv pak pro třetí osoby představuje návrh na zrušení nebo výmaz, na prohlášení neplatnosti či podání námitek proti zápisu, a to na základě žádosti, kterou může u Úřadu průmyslového vlastnictví podat kdokoliv. Podání žádosti je zpoplatněno. Více informací naleznete v sekci v sekci nejčastějších dotazů. K zajištění ochrany Vašich práv z průmyslového vlastnictví se doporučuje sledovat pravidelně Věstník Úřadu, kde jsou pravidelně zveřejňovány informace o přihláškách i poskytnutých právech - tj. o patentech, zapsaných užitných a průmyslových vzorech i ochranných známkách, platných na našem území.	14
162	Pokud se jedná o spor nebo nejasnosti o využívání patentu nebo užitného vzoru, opravňují právní předpisy Úřad průmyslového vlastnictví k tomu, aby rozhodl, zda určité technické řešení, např. konkurenční výrobek, spadá do rozsahu patentu nebo užitného vzoru. Rozhodnutí Úřad vydá na základě žádosti o určení, podané buď majitelem patentu nebo osoby, která osvědčí právní zájem. Rozhodnutí o určení je možné v případě sporu předložit soudu jako důkaz, soud však tímto rozhodnutím není vázán. Určitou možnost v rámci prosazování práv pak pro třetí osoby představuje návrh na zrušení nebo výmaz, na prohlášení neplatnosti či podání námitek proti zápisu, a to na základě žádosti, kterou může u Úřadu průmyslového vlastnictví podat kdokoliv. Podání žádosti je zpoplatněno. Více informací naleznete v sekci v sekci nejčastějších dotazů. K zajištění ochrany Vašich práv z průmyslového vlastnictví se doporučuje sledovat pravidelně Věstník Úřadu, kde jsou pravidelně zveřejňovány informace o přihláškách i poskytnutých právech - tj. o patentech, zapsaných užitných a průmyslových vzorech i ochranných známkách, platných na našem území.	14
163	Pokud se jedná o spor nebo nejasnosti o využívání patentu nebo užitného vzoru, opravňují právní předpisy Úřad průmyslového vlastnictví k tomu, aby rozhodl, zda určité technické řešení, např. konkurenční výrobek, spadá do rozsahu patentu nebo užitného vzoru. Rozhodnutí Úřad vydá na základě žádosti o určení, podané buď majitelem patentu nebo osoby, která osvědčí právní zájem. Rozhodnutí o určení je možné v případě sporu předložit soudu jako důkaz, soud však tímto rozhodnutím není vázán. Určitou možnost v rámci prosazování práv pak pro třetí osoby představuje návrh na zrušení nebo výmaz, na prohlášení neplatnosti či podání námitek proti zápisu, a to na základě žádosti, kterou může u Úřadu průmyslového vlastnictví podat kdokoliv. Podání žádosti je zpoplatněno. Více informací naleznete v sekci v sekci nejčastějších dotazů. K zajištění ochrany Vašich práv z průmyslového vlastnictví se doporučuje sledovat pravidelně Věstník Úřadu, kde jsou pravidelně zveřejňovány informace o přihláškách i poskytnutých právech - tj. o patentech, zapsaných užitných a průmyslových vzorech i ochranných známkách, platných na našem území.	14
164	Pokud se jedná o spor nebo nejasnosti o využívání patentu nebo užitného vzoru, opravňují právní předpisy Úřad průmyslového vlastnictví k tomu, aby rozhodl, zda určité technické řešení, např. konkurenční výrobek, spadá do rozsahu patentu nebo užitného vzoru. Rozhodnutí Úřad vydá na základě žádosti o určení, podané buď majitelem patentu nebo osoby, která osvědčí právní zájem. Rozhodnutí o určení je možné v případě sporu předložit soudu jako důkaz, soud však tímto rozhodnutím není vázán. Určitou možnost v rámci prosazování práv pak pro třetí osoby představuje návrh na zrušení nebo výmaz, na prohlášení neplatnosti či podání námitek proti zápisu, a to na základě žádosti, kterou může u Úřadu průmyslového vlastnictví podat kdokoliv. Podání žádosti je zpoplatněno. Více informací naleznete v sekci v sekci nejčastějších dotazů. K zajištění ochrany Vašich práv z průmyslového vlastnictví se doporučuje sledovat pravidelně Věstník Úřadu, kde jsou pravidelně zveřejňovány informace o přihláškách i poskytnutých právech - tj. o patentech, zapsaných užitných a průmyslových vzorech i ochranných známkách, platných na našem území.	14
165	Pokud se jedná o spor nebo nejasnosti o využívání patentu nebo užitného vzoru, opravňují právní předpisy Úřad průmyslového vlastnictví k tomu, aby rozhodl, zda určité technické řešení, např. konkurenční výrobek, spadá do rozsahu patentu nebo užitného vzoru. Rozhodnutí Úřad vydá na základě žádosti o určení, podané buď majitelem patentu nebo osoby, která osvědčí právní zájem. Rozhodnutí o určení je možné v případě sporu předložit soudu jako důkaz, soud však tímto rozhodnutím není vázán. Určitou možnost v rámci prosazování práv pak pro třetí osoby představuje návrh na zrušení nebo výmaz, na prohlášení neplatnosti či podání námitek proti zápisu, a to na základě žádosti, kterou může u Úřadu průmyslového vlastnictví podat kdokoliv. Podání žádosti je zpoplatněno. Více informací naleznete v sekci v sekci nejčastějších dotazů. K zajištění ochrany Vašich práv z průmyslového vlastnictví se doporučuje sledovat pravidelně Věstník Úřadu, kde jsou pravidelně zveřejňovány informace o přihláškách i poskytnutých právech - tj. o patentech, zapsaných užitných a průmyslových vzorech i ochranných známkách, platných na našem území.	14
166	Pokud se jedná o spor nebo nejasnosti o využívání patentu nebo užitného vzoru, opravňují právní předpisy Úřad průmyslového vlastnictví k tomu, aby rozhodl, zda určité technické řešení, např. konkurenční výrobek, spadá do rozsahu patentu nebo užitného vzoru. Rozhodnutí Úřad vydá na základě žádosti o určení, podané buď majitelem patentu nebo osoby, která osvědčí právní zájem. Rozhodnutí o určení je možné v případě sporu předložit soudu jako důkaz, soud však tímto rozhodnutím není vázán. Určitou možnost v rámci prosazování práv pak pro třetí osoby představuje návrh na zrušení nebo výmaz, na prohlášení neplatnosti či podání námitek proti zápisu, a to na základě žádosti, kterou může u Úřadu průmyslového vlastnictví podat kdokoliv. Podání žádosti je zpoplatněno. Více informací naleznete v sekci v sekci nejčastějších dotazů. K zajištění ochrany Vašich práv z průmyslového vlastnictví se doporučuje sledovat pravidelně Věstník Úřadu, kde jsou pravidelně zveřejňovány informace o přihláškách i poskytnutých právech - tj. o patentech, zapsaných užitných a průmyslových vzorech i ochranných známkách, platných na našem území.	14
167	Pokud se jedná o spor nebo nejasnosti o využívání patentu nebo užitného vzoru, opravňují právní předpisy Úřad průmyslového vlastnictví k tomu, aby rozhodl, zda určité technické řešení, např. konkurenční výrobek, spadá do rozsahu patentu nebo užitného vzoru. Rozhodnutí Úřad vydá na základě žádosti o určení, podané buď majitelem patentu nebo osoby, která osvědčí právní zájem. Rozhodnutí o určení je možné v případě sporu předložit soudu jako důkaz, soud však tímto rozhodnutím není vázán. Určitou možnost v rámci prosazování práv pak pro třetí osoby představuje návrh na zrušení nebo výmaz, na prohlášení neplatnosti či podání námitek proti zápisu, a to na základě žádosti, kterou může u Úřadu průmyslového vlastnictví podat kdokoliv. Podání žádosti je zpoplatněno. Více informací naleznete v sekci v sekci nejčastějších dotazů. K zajištění ochrany Vašich práv z průmyslového vlastnictví se doporučuje sledovat pravidelně Věstník Úřadu, kde jsou pravidelně zveřejňovány informace o přihláškách i poskytnutých právech - tj. o patentech, zapsaných užitných a průmyslových vzorech i ochranných známkách, platných na našem území.	14
168	Pokud se jedná o spor nebo nejasnosti o využívání patentu nebo užitného vzoru, opravňují právní předpisy Úřad průmyslového vlastnictví k tomu, aby rozhodl, zda určité technické řešení, např. konkurenční výrobek, spadá do rozsahu patentu nebo užitného vzoru. Rozhodnutí Úřad vydá na základě žádosti o určení, podané buď majitelem patentu nebo osoby, která osvědčí právní zájem. Rozhodnutí o určení je možné v případě sporu předložit soudu jako důkaz, soud však tímto rozhodnutím není vázán. Určitou možnost v rámci prosazování práv pak pro třetí osoby představuje návrh na zrušení nebo výmaz, na prohlášení neplatnosti či podání námitek proti zápisu, a to na základě žádosti, kterou může u Úřadu průmyslového vlastnictví podat kdokoliv. Podání žádosti je zpoplatněno. Více informací naleznete v sekci v sekci nejčastějších dotazů. K zajištění ochrany Vašich práv z průmyslového vlastnictví se doporučuje sledovat pravidelně Věstník Úřadu, kde jsou pravidelně zveřejňovány informace o přihláškách i poskytnutých právech - tj. o patentech, zapsaných užitných a průmyslových vzorech i ochranných známkách, platných na našem území.	14
169	Pokud se jedná o spor nebo nejasnosti o využívání patentu nebo užitného vzoru, opravňují právní předpisy Úřad průmyslového vlastnictví k tomu, aby rozhodl, zda určité technické řešení, např. konkurenční výrobek, spadá do rozsahu patentu nebo užitného vzoru. Rozhodnutí Úřad vydá na základě žádosti o určení, podané buď majitelem patentu nebo osoby, která osvědčí právní zájem. Rozhodnutí o určení je možné v případě sporu předložit soudu jako důkaz, soud však tímto rozhodnutím není vázán. Určitou možnost v rámci prosazování práv pak pro třetí osoby představuje návrh na zrušení nebo výmaz, na prohlášení neplatnosti či podání námitek proti zápisu, a to na základě žádosti, kterou může u Úřadu průmyslového vlastnictví podat kdokoliv. Podání žádosti je zpoplatněno. Více informací naleznete v sekci v sekci nejčastějších dotazů. K zajištění ochrany Vašich práv z průmyslového vlastnictví se doporučuje sledovat pravidelně Věstník Úřadu, kde jsou pravidelně zveřejňovány informace o přihláškách i poskytnutých právech - tj. o patentech, zapsaných užitných a průmyslových vzorech i ochranných známkách, platných na našem území.	14
170	Ochranná známka je označení, které dokáže odlišit výrobky nebo služby vyráběné nebo poskytované jedním podnikem od výrobků a služeb jiného podniku. Za ochrannou známku se mohou považovat veškerá charakteristická slova, včetně osobních jmen, písmena, číslice, kresby, obrázky, tvary, barvy, logotypy, etikety nebo jejich kombinace, které se používají k odlišení výrobků nebo služeb. Ochranné známky hrají ústřední úlohu ve značkové a marketingové strategii firem tím, že jim umožňují odlišit sebe a jejich výrobky od konkurence, pomáhají jim definovat firemní image a reputaci výrobků v očích spotřebitelů.	15
171	Ochranná známka je označení, které dokáže odlišit výrobky nebo služby vyráběné nebo poskytované jedním podnikem od výrobků a služeb jiného podniku. Za ochrannou známku se mohou považovat veškerá charakteristická slova, včetně osobních jmen, písmena, číslice, kresby, obrázky, tvary, barvy, logotypy, etikety nebo jejich kombinace, které se používají k odlišení výrobků nebo služeb. Ochranné známky hrají ústřední úlohu ve značkové a marketingové strategii firem tím, že jim umožňují odlišit sebe a jejich výrobky od konkurence, pomáhají jim definovat firemní image a reputaci výrobků v očích spotřebitelů.	15
172	Ochranná známka je označení, které dokáže odlišit výrobky nebo služby vyráběné nebo poskytované jedním podnikem od výrobků a služeb jiného podniku. Za ochrannou známku se mohou považovat veškerá charakteristická slova, včetně osobních jmen, písmena, číslice, kresby, obrázky, tvary, barvy, logotypy, etikety nebo jejich kombinace, které se používají k odlišení výrobků nebo služeb. Ochranné známky hrají ústřední úlohu ve značkové a marketingové strategii firem tím, že jim umožňují odlišit sebe a jejich výrobky od konkurence, pomáhají jim definovat firemní image a reputaci výrobků v očích spotřebitelů.	15
173	Ochranná známka je označení, které dokáže odlišit výrobky nebo služby vyráběné nebo poskytované jedním podnikem od výrobků a služeb jiného podniku. Za ochrannou známku se mohou považovat veškerá charakteristická slova, včetně osobních jmen, písmena, číslice, kresby, obrázky, tvary, barvy, logotypy, etikety nebo jejich kombinace, které se používají k odlišení výrobků nebo služeb. Ochranné známky hrají ústřední úlohu ve značkové a marketingové strategii firem tím, že jim umožňují odlišit sebe a jejich výrobky od konkurence, pomáhají jim definovat firemní image a reputaci výrobků v očích spotřebitelů.	15
174	Ochranná známka je označení, které dokáže odlišit výrobky nebo služby vyráběné nebo poskytované jedním podnikem od výrobků a služeb jiného podniku. Za ochrannou známku se mohou považovat veškerá charakteristická slova, včetně osobních jmen, písmena, číslice, kresby, obrázky, tvary, barvy, logotypy, etikety nebo jejich kombinace, které se používají k odlišení výrobků nebo služeb. Ochranné známky hrají ústřední úlohu ve značkové a marketingové strategii firem tím, že jim umožňují odlišit sebe a jejich výrobky od konkurence, pomáhají jim definovat firemní image a reputaci výrobků v očích spotřebitelů.	15
175	Ochranná známka je označení, které dokáže odlišit výrobky nebo služby vyráběné nebo poskytované jedním podnikem od výrobků a služeb jiného podniku. Za ochrannou známku se mohou považovat veškerá charakteristická slova, včetně osobních jmen, písmena, číslice, kresby, obrázky, tvary, barvy, logotypy, etikety nebo jejich kombinace, které se používají k odlišení výrobků nebo služeb. Ochranné známky hrají ústřední úlohu ve značkové a marketingové strategii firem tím, že jim umožňují odlišit sebe a jejich výrobky od konkurence, pomáhají jim definovat firemní image a reputaci výrobků v očích spotřebitelů.	15
176	Ochranná známka je označení, které dokáže odlišit výrobky nebo služby vyráběné nebo poskytované jedním podnikem od výrobků a služeb jiného podniku. Za ochrannou známku se mohou považovat veškerá charakteristická slova, včetně osobních jmen, písmena, číslice, kresby, obrázky, tvary, barvy, logotypy, etikety nebo jejich kombinace, které se používají k odlišení výrobků nebo služeb. Ochranné známky hrají ústřední úlohu ve značkové a marketingové strategii firem tím, že jim umožňují odlišit sebe a jejich výrobky od konkurence, pomáhají jim definovat firemní image a reputaci výrobků v očích spotřebitelů.	15
177	Ochranná známka je označení, které dokáže odlišit výrobky nebo služby vyráběné nebo poskytované jedním podnikem od výrobků a služeb jiného podniku. Za ochrannou známku se mohou považovat veškerá charakteristická slova, včetně osobních jmen, písmena, číslice, kresby, obrázky, tvary, barvy, logotypy, etikety nebo jejich kombinace, které se používají k odlišení výrobků nebo služeb. Ochranné známky hrají ústřední úlohu ve značkové a marketingové strategii firem tím, že jim umožňují odlišit sebe a jejich výrobky od konkurence, pomáhají jim definovat firemní image a reputaci výrobků v očích spotřebitelů.	15
178	Ochranná známka je označení, které dokáže odlišit výrobky nebo služby vyráběné nebo poskytované jedním podnikem od výrobků a služeb jiného podniku. Za ochrannou známku se mohou považovat veškerá charakteristická slova, včetně osobních jmen, písmena, číslice, kresby, obrázky, tvary, barvy, logotypy, etikety nebo jejich kombinace, které se používají k odlišení výrobků nebo služeb. Ochranné známky hrají ústřední úlohu ve značkové a marketingové strategii firem tím, že jim umožňují odlišit sebe a jejich výrobky od konkurence, pomáhají jim definovat firemní image a reputaci výrobků v očích spotřebitelů.	15
179	Ochranná známka je označení, které dokáže odlišit výrobky nebo služby vyráběné nebo poskytované jedním podnikem od výrobků a služeb jiného podniku. Za ochrannou známku se mohou považovat veškerá charakteristická slova, včetně osobních jmen, písmena, číslice, kresby, obrázky, tvary, barvy, logotypy, etikety nebo jejich kombinace, které se používají k odlišení výrobků nebo služeb. Ochranné známky hrají ústřední úlohu ve značkové a marketingové strategii firem tím, že jim umožňují odlišit sebe a jejich výrobky od konkurence, pomáhají jim definovat firemní image a reputaci výrobků v očích spotřebitelů.	15
180	Aby se podáním nové přihlášky ochranné známky vyloučil  možný zásah do práv vlastníků starších ochranných známek, doporučuje Úřad před podáním přihlášky provedení rešerše.  Informativní rešerši je možné provést v databázích volně dostupných na webových stránkách Úřadu. Na národní úrovni je to databáze ochranných známek. Odkazy na zahraniční databáze naleznete zde. Můžete také využit rešeršní služby Úřadu. Na počkání v informačním centru Úřadu jsou prováděny pouze rešerše na slovní označení a na jméno přihlašovatele či vlastníka ochranné známky, a to jen pro území ČR. Rešeršní služby lze objednat také písemně, a to na předepsaném formuláři. Písemnou objednávku rešerše lze podat prostřednictvím aplikace pro elektronické podávání, datovou schránkou, osobně na podatelně Úřadu, poštou či ímejlem na adresu objednávky zavináč ú pé vé tečka gof tečka cé zet. Rešerše jsou zpracovány do 30 dnů od doručení objednávky. Rešerše pro území české republiky mohou být zpracovány v expresních termínech, a to do 3 dnů za příplatek 50 %, nebo do dvaceti čtyř hodin za příplatek 100 %, od data doručení. Zadavatel platí poplatek za zpracování každé rešerše a za výstupy dle aktuálního ceníku, a to po jejím vyhotovení.	16
181	Aby se podáním nové přihlášky ochranné známky vyloučil  možný zásah do práv vlastníků starších ochranných známek, doporučuje Úřad před podáním přihlášky provedení rešerše.  Informativní rešerši je možné provést v databázích volně dostupných na webových stránkách Úřadu. Na národní úrovni je to databáze ochranných známek. Odkazy na zahraniční databáze naleznete zde. Můžete také využit rešeršní služby Úřadu. Na počkání v informačním centru Úřadu jsou prováděny pouze rešerše na slovní označení a na jméno přihlašovatele či vlastníka ochranné známky, a to jen pro území ČR. Rešeršní služby lze objednat také písemně, a to na předepsaném formuláři. Písemnou objednávku rešerše lze podat prostřednictvím aplikace pro elektronické podávání, datovou schránkou, osobně na podatelně Úřadu, poštou či ímejlem na adresu objednávky zavináč ú pé vé tečka gof tečka cé zet. Rešerše jsou zpracovány do 30 dnů od doručení objednávky. Rešerše pro území české republiky mohou být zpracovány v expresních termínech, a to do 3 dnů za příplatek 50 %, nebo do dvaceti čtyř hodin za příplatek 100 %, od data doručení. Zadavatel platí poplatek za zpracování každé rešerše a za výstupy dle aktuálního ceníku, a to po jejím vyhotovení.	16
182	Aby se podáním nové přihlášky ochranné známky vyloučil  možný zásah do práv vlastníků starších ochranných známek, doporučuje Úřad před podáním přihlášky provedení rešerše.  Informativní rešerši je možné provést v databázích volně dostupných na webových stránkách Úřadu. Na národní úrovni je to databáze ochranných známek. Odkazy na zahraniční databáze naleznete zde. Můžete také využit rešeršní služby Úřadu. Na počkání v informačním centru Úřadu jsou prováděny pouze rešerše na slovní označení a na jméno přihlašovatele či vlastníka ochranné známky, a to jen pro území ČR. Rešeršní služby lze objednat také písemně, a to na předepsaném formuláři. Písemnou objednávku rešerše lze podat prostřednictvím aplikace pro elektronické podávání, datovou schránkou, osobně na podatelně Úřadu, poštou či ímejlem na adresu objednávky zavináč ú pé vé tečka gof tečka cé zet. Rešerše jsou zpracovány do 30 dnů od doručení objednávky. Rešerše pro území české republiky mohou být zpracovány v expresních termínech, a to do 3 dnů za příplatek 50 %, nebo do dvaceti čtyř hodin za příplatek 100 %, od data doručení. Zadavatel platí poplatek za zpracování každé rešerše a za výstupy dle aktuálního ceníku, a to po jejím vyhotovení.	16
183	Aby se podáním nové přihlášky ochranné známky vyloučil  možný zásah do práv vlastníků starších ochranných známek, doporučuje Úřad před podáním přihlášky provedení rešerše.  Informativní rešerši je možné provést v databázích volně dostupných na webových stránkách Úřadu. Na národní úrovni je to databáze ochranných známek. Odkazy na zahraniční databáze naleznete zde. Můžete také využit rešeršní služby Úřadu. Na počkání v informačním centru Úřadu jsou prováděny pouze rešerše na slovní označení a na jméno přihlašovatele či vlastníka ochranné známky, a to jen pro území ČR. Rešeršní služby lze objednat také písemně, a to na předepsaném formuláři. Písemnou objednávku rešerše lze podat prostřednictvím aplikace pro elektronické podávání, datovou schránkou, osobně na podatelně Úřadu, poštou či ímejlem na adresu objednávky zavináč ú pé vé tečka gof tečka cé zet. Rešerše jsou zpracovány do 30 dnů od doručení objednávky. Rešerše pro území české republiky mohou být zpracovány v expresních termínech, a to do 3 dnů za příplatek 50 %, nebo do dvaceti čtyř hodin za příplatek 100 %, od data doručení. Zadavatel platí poplatek za zpracování každé rešerše a za výstupy dle aktuálního ceníku, a to po jejím vyhotovení.	16
184	Aby se podáním nové přihlášky ochranné známky vyloučil  možný zásah do práv vlastníků starších ochranných známek, doporučuje Úřad před podáním přihlášky provedení rešerše.  Informativní rešerši je možné provést v databázích volně dostupných na webových stránkách Úřadu. Na národní úrovni je to databáze ochranných známek. Odkazy na zahraniční databáze naleznete zde. Můžete také využit rešeršní služby Úřadu. Na počkání v informačním centru Úřadu jsou prováděny pouze rešerše na slovní označení a na jméno přihlašovatele či vlastníka ochranné známky, a to jen pro území ČR. Rešeršní služby lze objednat také písemně, a to na předepsaném formuláři. Písemnou objednávku rešerše lze podat prostřednictvím aplikace pro elektronické podávání, datovou schránkou, osobně na podatelně Úřadu, poštou či ímejlem na adresu objednávky zavináč ú pé vé tečka gof tečka cé zet. Rešerše jsou zpracovány do 30 dnů od doručení objednávky. Rešerše pro území české republiky mohou být zpracovány v expresních termínech, a to do 3 dnů za příplatek 50 %, nebo do dvaceti čtyř hodin za příplatek 100 %, od data doručení. Zadavatel platí poplatek za zpracování každé rešerše a za výstupy dle aktuálního ceníku, a to po jejím vyhotovení.	16
185	Aby se podáním nové přihlášky ochranné známky vyloučil  možný zásah do práv vlastníků starších ochranných známek, doporučuje Úřad před podáním přihlášky provedení rešerše.  Informativní rešerši je možné provést v databázích volně dostupných na webových stránkách Úřadu. Na národní úrovni je to databáze ochranných známek. Odkazy na zahraniční databáze naleznete zde. Můžete také využit rešeršní služby Úřadu. Na počkání v informačním centru Úřadu jsou prováděny pouze rešerše na slovní označení a na jméno přihlašovatele či vlastníka ochranné známky, a to jen pro území ČR. Rešeršní služby lze objednat také písemně, a to na předepsaném formuláři. Písemnou objednávku rešerše lze podat prostřednictvím aplikace pro elektronické podávání, datovou schránkou, osobně na podatelně Úřadu, poštou či ímejlem na adresu objednávky zavináč ú pé vé tečka gof tečka cé zet. Rešerše jsou zpracovány do 30 dnů od doručení objednávky. Rešerše pro území české republiky mohou být zpracovány v expresních termínech, a to do 3 dnů za příplatek 50 %, nebo do dvaceti čtyř hodin za příplatek 100 %, od data doručení. Zadavatel platí poplatek za zpracování každé rešerše a za výstupy dle aktuálního ceníku, a to po jejím vyhotovení.	16
186	Aby se podáním nové přihlášky ochranné známky vyloučil  možný zásah do práv vlastníků starších ochranných známek, doporučuje Úřad před podáním přihlášky provedení rešerše.  Informativní rešerši je možné provést v databázích volně dostupných na webových stránkách Úřadu. Na národní úrovni je to databáze ochranných známek. Odkazy na zahraniční databáze naleznete zde. Můžete také využit rešeršní služby Úřadu. Na počkání v informačním centru Úřadu jsou prováděny pouze rešerše na slovní označení a na jméno přihlašovatele či vlastníka ochranné známky, a to jen pro území ČR. Rešeršní služby lze objednat také písemně, a to na předepsaném formuláři. Písemnou objednávku rešerše lze podat prostřednictvím aplikace pro elektronické podávání, datovou schránkou, osobně na podatelně Úřadu, poštou či ímejlem na adresu objednávky zavináč ú pé vé tečka gof tečka cé zet. Rešerše jsou zpracovány do 30 dnů od doručení objednávky. Rešerše pro území české republiky mohou být zpracovány v expresních termínech, a to do 3 dnů za příplatek 50 %, nebo do dvaceti čtyř hodin za příplatek 100 %, od data doručení. Zadavatel platí poplatek za zpracování každé rešerše a za výstupy dle aktuálního ceníku, a to po jejím vyhotovení.	16
187	Aby se podáním nové přihlášky ochranné známky vyloučil  možný zásah do práv vlastníků starších ochranných známek, doporučuje Úřad před podáním přihlášky provedení rešerše.  Informativní rešerši je možné provést v databázích volně dostupných na webových stránkách Úřadu. Na národní úrovni je to databáze ochranných známek. Odkazy na zahraniční databáze naleznete zde. Můžete také využit rešeršní služby Úřadu. Na počkání v informačním centru Úřadu jsou prováděny pouze rešerše na slovní označení a na jméno přihlašovatele či vlastníka ochranné známky, a to jen pro území ČR. Rešeršní služby lze objednat také písemně, a to na předepsaném formuláři. Písemnou objednávku rešerše lze podat prostřednictvím aplikace pro elektronické podávání, datovou schránkou, osobně na podatelně Úřadu, poštou či ímejlem na adresu objednávky zavináč ú pé vé tečka gof tečka cé zet. Rešerše jsou zpracovány do 30 dnů od doručení objednávky. Rešerše pro území české republiky mohou být zpracovány v expresních termínech, a to do 3 dnů za příplatek 50 %, nebo do dvaceti čtyř hodin za příplatek 100 %, od data doručení. Zadavatel platí poplatek za zpracování každé rešerše a za výstupy dle aktuálního ceníku, a to po jejím vyhotovení.	16
188	Aby se podáním nové přihlášky ochranné známky vyloučil  možný zásah do práv vlastníků starších ochranných známek, doporučuje Úřad před podáním přihlášky provedení rešerše.  Informativní rešerši je možné provést v databázích volně dostupných na webových stránkách Úřadu. Na národní úrovni je to databáze ochranných známek. Odkazy na zahraniční databáze naleznete zde. Můžete také využit rešeršní služby Úřadu. Na počkání v informačním centru Úřadu jsou prováděny pouze rešerše na slovní označení a na jméno přihlašovatele či vlastníka ochranné známky, a to jen pro území ČR. Rešeršní služby lze objednat také písemně, a to na předepsaném formuláři. Písemnou objednávku rešerše lze podat prostřednictvím aplikace pro elektronické podávání, datovou schránkou, osobně na podatelně Úřadu, poštou či ímejlem na adresu objednávky zavináč ú pé vé tečka gof tečka cé zet. Rešerše jsou zpracovány do 30 dnů od doručení objednávky. Rešerše pro území české republiky mohou být zpracovány v expresních termínech, a to do 3 dnů za příplatek 50 %, nebo do dvaceti čtyř hodin za příplatek 100 %, od data doručení. Zadavatel platí poplatek za zpracování každé rešerše a za výstupy dle aktuálního ceníku, a to po jejím vyhotovení.	16
